"name","ID","CD34High_vs_CD34Low_p.adj","CD34High_vs_CD34Neg_p.adj","CD34Low_vs_CD34Neg_p.adj","CD34High_vs_CD34Low_significant","CD34High_vs_CD34Neg_significant","CD34Low_vs_CD34Neg_significant","significant","CD34High_vs_CD34Low_ratio","CD34High_vs_CD34Neg_ratio","CD34Low_vs_CD34Neg_ratio","CD34High_centered","CD34Low_centered","CD34Neg_centered"
"PLS3","P13797","8.24e-01","9.14e-01","9.53e-01",FALSE,FALSE,FALSE,FALSE,-0.845,-1.06,-0.219,-0.636,0.208,0.428
"PLTP","P55058","8.39e-01","8.70e-01","5.26e-01",FALSE,FALSE,FALSE,FALSE,-0.74,1.35,2.09,0.203,0.944,-1.15
"PLXNB2","O15031","9.27e-01","9.53e-01","9.52e-01",FALSE,FALSE,FALSE,FALSE,0.263,0.458,0.196,0.24,-0.0224,-0.218
"PODN","Q7Z5L7","9.42e-01","9.19e-01","8.62e-01",FALSE,FALSE,FALSE,FALSE,-0.326,1.98,2.31,0.552,0.878,-1.43
"POSTN","Q15063","9.54e-01","5.44e-01","4.74e-01",FALSE,FALSE,FALSE,FALSE,0.0136,-2.06,-2.08,-0.684,-0.697,1.38
"PPA1","Q15181","8.94e-01","9.69e-01","9.30e-01",FALSE,FALSE,FALSE,FALSE,-1.05,0.25,1.3,-0.267,0.785,-0.517
"PPIA","P62937","9.52e-01","9.61e-01","9.48e-01",FALSE,FALSE,FALSE,FALSE,0.0338,0.337,0.303,0.124,0.0898,-0.213
"PPIB","P23284","9.11e-01","9.57e-01","9.59e-01",FALSE,FALSE,FALSE,FALSE,0.382,0.436,0.0538,0.273,-0.109,-0.163
"PPIC","P45877","9.54e-01","9.59e-01","9.44e-01",FALSE,FALSE,FALSE,FALSE,0.00337,0.414,0.411,0.139,0.136,-0.275
"PPP1CB","P62140","9.31e-01","9.67e-01","9.42e-01",FALSE,FALSE,FALSE,FALSE,0.404,-0.244,-0.648,0.0534,-0.35,0.297
"PPP1R12A","O14974","9.53e-01","9.10e-01","8.75e-01",FALSE,FALSE,FALSE,FALSE,0.0286,-1.84,-1.87,-0.605,-0.634,1.24
"PPP1R14A","Q96A00","8.80e-01","9.40e-01","9.54e-01",FALSE,FALSE,FALSE,FALSE,-0.792,-1.08,-0.29,-0.625,0.167,0.458
"PPP2R1A","P30153","8.23e-01","9.55e-01","9.48e-01",FALSE,FALSE,FALSE,FALSE,-1.28,-0.767,0.516,-0.683,0.6,0.0837
"PPP2R4","Q15257","8.27e-01","9.65e-01","8.81e-01",FALSE,FALSE,FALSE,FALSE,-1.64,0.511,2.15,-0.377,1.26,-0.888
"PRCP","P42785","9.41e-01","9.06e-01","8.38e-01",FALSE,FALSE,FALSE,FALSE,-0.166,1.03,1.19,0.288,0.453,-0.741
"PRDX1","Q06830","9.41e-01","8.99e-01","8.92e-01",FALSE,FALSE,FALSE,FALSE,0.142,0.932,0.79,0.358,0.216,-0.574
"PRDX2","P32119","8.24e-01","9.71e-01","9.12e-01",FALSE,FALSE,FALSE,FALSE,-1.2,-0.0114,1.19,-0.403,0.795,-0.392
"PRDX5","P30044","9.32e-01","8.59e-01","7.26e-01",FALSE,FALSE,FALSE,FALSE,-0.298,1.55,1.84,0.416,0.714,-1.13
"PRDX6","P30041","8.43e-01","9.43e-01","8.03e-01",FALSE,FALSE,FALSE,FALSE,-0.664,0.669,1.33,0.00156,0.666,-0.667
"PRELP","P51888","9.13e-01","3.66e-01","5.22e-01",FALSE,FALSE,FALSE,FALSE,0.358,2.22,1.86,0.858,0.5,-1.36
"PREP","P48147","8.77e-01","9.55e-01","8.80e-01",FALSE,FALSE,FALSE,FALSE,-0.52,0.458,0.977,-0.0205,0.499,-0.478
"PRG4","Q92954","8.11e-01","8.08e-01","3.31e-01",FALSE,FALSE,FALSE,FALSE,-1.5,2.64,4.14,0.379,1.88,-2.26
"PRKACA","P17612","8.11e-01","9.64e-01","8.57e-01",FALSE,FALSE,FALSE,FALSE,-1.51,0.48,1.99,-0.343,1.17,-0.823
"PRKAR1A","P10644","7.53e-01","9.63e-01","9.14e-01",FALSE,FALSE,FALSE,FALSE,-1.57,-0.429,1.14,-0.667,0.904,-0.238
"PRKAR2A","P13861","8.32e-01","9.67e-01","9.32e-01",FALSE,FALSE,FALSE,FALSE,-1.36,-0.303,1.05,-0.553,0.803,-0.25
"PROS1","P07225","9.01e-01","9.23e-01","8.03e-01",FALSE,FALSE,FALSE,FALSE,-1.05,2.17,3.23,0.374,1.43,-1.8
"PRSS23","O95084","8.91e-01","9.47e-01","9.56e-01",FALSE,FALSE,FALSE,FALSE,0.697,0.887,0.19,0.528,-0.169,-0.359
"PSAP","P07602","8.42e-01","9.60e-01","8.76e-01",FALSE,FALSE,FALSE,FALSE,-1.18,0.625,1.8,-0.184,0.992,-0.808
"PSAT1","Q9Y617","9.01e-01","9.62e-01","9.57e-01",FALSE,FALSE,FALSE,FALSE,-0.76,-0.569,0.192,-0.443,0.317,0.126
"PSMA1","P25786","9.50e-01","9.16e-01","8.96e-01",FALSE,FALSE,FALSE,FALSE,-0.149,-2.18,-2.03,-0.776,-0.627,1.4
"PSMA2","P25787","9.36e-01","9.39e-01","9.35e-01",FALSE,FALSE,FALSE,FALSE,-0.68,-2.33,-1.65,-1,-0.323,1.33
"PSMA5","P28066","9.42e-01","9.24e-01","9.16e-01",FALSE,FALSE,FALSE,FALSE,-0.242,-1.37,-1.13,-0.538,-0.296,0.833
"PSMA6","P60900","9.21e-01","9.55e-01","9.55e-01",FALSE,FALSE,FALSE,FALSE,-0.63,-0.924,-0.293,-0.518,0.112,0.406
"PSMA7","O14818","9.47e-01","9.21e-01","8.76e-01",FALSE,FALSE,FALSE,FALSE,0.266,-2.25,-2.52,-0.661,-0.927,1.59
"PSMB1","P20618","8.12e-01","9.29e-01","9.60e-01",FALSE,FALSE,FALSE,FALSE,-1.64,-1.64,0.00742,-1.09,0.551,0.543
"PSMB2","P49721","9.54e-01","9.18e-01","8.89e-01",FALSE,FALSE,FALSE,FALSE,-0.000916,-1.81,-1.81,-0.603,-0.602,1.2
"PSMB3","P49720","9.48e-01","9.42e-01","9.28e-01",FALSE,FALSE,FALSE,FALSE,-0.165,-1.25,-1.08,-0.472,-0.307,0.778
"PSMB4","P28070","8.05e-01","9.22e-01","9.59e-01",FALSE,FALSE,FALSE,FALSE,-2.11,-2.19,-0.083,-1.43,0.675,0.758
"PSMB5","P28074","8.33e-01","9.62e-01","9.43e-01",FALSE,FALSE,FALSE,FALSE,-1.46,-0.638,0.826,-0.7,0.763,-0.0626
"PSMB6","P28072","9.38e-01","9.66e-01","9.42e-01",FALSE,FALSE,FALSE,FALSE,-0.587,0.612,1.2,0.00855,0.595,-0.604
"PSMC1","P62191","9.33e-01","9.68e-01","9.44e-01",FALSE,FALSE,FALSE,FALSE,0.222,-0.131,-0.352,0.0303,-0.191,0.161
"PSMC5","P62195","9.19e-01","9.66e-01","9.33e-01",FALSE,FALSE,FALSE,FALSE,0.46,-0.286,-0.746,0.0579,-0.402,0.344
"PSMD1","Q99460","8.06e-01","7.09e-01","8.99e-01",FALSE,FALSE,FALSE,FALSE,-0.936,-1.88,-0.944,-0.939,-0.00261,0.942
"PSMD11","O00231","9.50e-01","9.62e-01","9.44e-01",FALSE,FALSE,FALSE,FALSE,0.0788,-0.366,-0.445,-0.0958,-0.175,0.27
"PSMD12","O00232","9.09e-01","9.68e-01","9.35e-01",FALSE,FALSE,FALSE,FALSE,0.907,-0.282,-1.19,0.209,-0.699,0.49
"PSMD3","O43242","8.93e-01","9.44e-01","9.53e-01",FALSE,FALSE,FALSE,FALSE,-0.602,-0.853,-0.251,-0.485,0.117,0.368
"PSMD6","Q15008","9.02e-01","8.29e-01","8.82e-01",FALSE,FALSE,FALSE,FALSE,-0.507,-1.67,-1.17,-0.727,-0.22,0.947
"PSMD8","P48556","9.53e-01","8.48e-01","7.90e-01",FALSE,FALSE,FALSE,FALSE,0.0404,-1.91,-1.95,-0.622,-0.662,1.28
"PSME2","Q9UL46","9.41e-01","9.71e-01","9.55e-01",FALSE,FALSE,FALSE,FALSE,-0.202,-0.00911,0.192,-0.0702,0.131,-0.0611
"PTBP1","P26599","6.11e-01","8.02e-01","9.52e-01",FALSE,FALSE,FALSE,FALSE,-1.16,-1.36,-0.202,-0.84,0.319,0.521
"PTGDS","P41222","8.20e-01","6.98e-01","2.23e-01",FALSE,FALSE,FALSE,FALSE,-1.4,3.1,4.51,0.567,1.97,-2.54
"PTRF","Q6NZI2","9.24e-01","9.59e-01","9.58e-01",FALSE,FALSE,FALSE,FALSE,0.333,0.416,0.0828,0.249,-0.0833,-0.166
"PTX3","P26022","9.42e-01","6.27e-01","6.34e-01",FALSE,FALSE,FALSE,FALSE,0.159,1.91,1.75,0.688,0.529,-1.22
"PXDN","Q92626","9.17e-01","9.36e-01","8.57e-01",FALSE,FALSE,FALSE,FALSE,0.364,-0.797,-1.16,-0.144,-0.508,0.653
"PYCARD","Q9ULZ3","9.15e-01","9.50e-01","8.90e-01",FALSE,FALSE,FALSE,FALSE,-0.609,0.951,1.56,0.114,0.723,-0.837
"PYGB","P11216","8.57e-01","9.60e-01","9.52e-01",FALSE,FALSE,FALSE,FALSE,-0.687,-0.417,0.269,-0.368,0.319,0.0494
"PYGL","P06737","9.16e-01","9.66e-01","9.33e-01",FALSE,FALSE,FALSE,FALSE,-1.03,0.546,1.58,-0.162,0.871,-0.708
"QSOX1","O00391","8.49e-01","9.39e-01","9.57e-01",FALSE,FALSE,FALSE,FALSE,-0.699,-0.805,-0.107,-0.501,0.197,0.304
"QSOX2","Q6ZRP7","8.73e-01","6.75e-01","8.22e-01",FALSE,FALSE,FALSE,FALSE,0.641,2.14,1.49,0.926,0.284,-1.21
"RAP1A","P62834","9.48e-01","9.46e-01","9.34e-01",FALSE,FALSE,FALSE,FALSE,-0.0862,-0.628,-0.542,-0.238,-0.152,0.39
"RARRES2","Q99969","9.34e-01","7.28e-01","5.23e-01",FALSE,FALSE,FALSE,FALSE,-0.404,2.93,3.34,0.843,1.25,-2.09
"RARS","P54136","8.97e-01","9.70e-01","9.43e-01",FALSE,FALSE,FALSE,FALSE,0.612,0.0659,-0.546,0.226,-0.386,0.16
"RBM3","P98179","8.32e-01","9.69e-01","9.05e-01",FALSE,FALSE,FALSE,FALSE,-2.13,0.303,2.43,-0.609,1.52,-0.912
"RBP4","P02753","8.26e-01","9.58e-01","8.48e-01",FALSE,FALSE,FALSE,FALSE,-2.03,1.06,3.1,-0.322,1.71,-1.39
"RCN1","Q15293","9.51e-01","9.55e-01","9.42e-01",FALSE,FALSE,FALSE,FALSE,-0.0705,-0.574,-0.503,-0.215,-0.144,0.359
"RCN2","Q14257","9.28e-01","9.52e-01","9.51e-01",FALSE,FALSE,FALSE,FALSE,-0.43,-0.798,-0.368,-0.409,0.0207,0.389
"RCN3","Q96D15","9.10e-01","9.43e-01","9.49e-01",FALSE,FALSE,FALSE,FALSE,-0.787,-1.36,-0.569,-0.714,0.0727,0.642
"RDX","P35241","2.63e-01","7.86e-01","9.58e-01",FALSE,FALSE,FALSE,FALSE,-2.44,-2.32,0.119,-1.59,0.853,0.734
"REXO2","Q9Y3B8","9.42e-01","9.70e-01","9.57e-01",FALSE,FALSE,FALSE,FALSE,0.143,0.0458,-0.0976,0.063,-0.0803,0.0173
"RHOA","P61586","9.51e-01","9.62e-01","9.45e-01",FALSE,FALSE,FALSE,FALSE,0.13,-0.703,-0.833,-0.191,-0.321,0.512
"RNASE4","P34096","8.46e-01","9.30e-01","7.52e-01",FALSE,FALSE,FALSE,FALSE,-0.899,1.16,2.06,0.0864,0.985,-1.07
"RNH1","P13489","9.51e-01","9.52e-01","9.38e-01",FALSE,FALSE,FALSE,FALSE,0.0693,0.696,0.627,0.255,0.186,-0.441
"RPL10A","P62906","9.53e-01","9.21e-01","8.90e-01",FALSE,FALSE,FALSE,FALSE,0.033,-1.83,-1.86,-0.599,-0.632,1.23
"RPL11","P62913","9.15e-01","9.66e-01","9.31e-01",FALSE,FALSE,FALSE,FALSE,-0.497,0.269,0.767,-0.076,0.421,-0.345
"RPL12","P30050","9.16e-01","9.56e-01","9.06e-01",FALSE,FALSE,FALSE,FALSE,0.493,-0.627,-1.12,-0.0446,-0.537,0.582
"RPL22","P35268","7.96e-01","9.49e-01","9.47e-01",FALSE,FALSE,FALSE,FALSE,-1.72,-1.11,0.605,-0.943,0.774,0.169
"RPL23A","P62750","9.50e-01","9.39e-01","9.11e-01",FALSE,FALSE,FALSE,FALSE,0.087,-1.06,-1.14,-0.323,-0.41,0.734
"RPLP0","P05388","8.52e-01","8.24e-01","9.05e-01",FALSE,FALSE,FALSE,FALSE,-0.818,-1.93,-1.11,-0.917,-0.099,1.02
"RPLP1","P05386","8.50e-01","7.75e-01","8.86e-01",FALSE,FALSE,FALSE,FALSE,-1.71,-4.35,-2.63,-2.02,-0.308,2.33
"RPLP2","P05387","9.48e-01","9.68e-01","9.52e-01",FALSE,FALSE,FALSE,FALSE,0.109,-0.158,-0.266,-0.0163,-0.125,0.141
"RPN2","P04844","9.45e-01","9.51e-01","9.42e-01",FALSE,FALSE,FALSE,FALSE,-0.239,-1.01,-0.768,-0.415,-0.176,0.592
"RPS12","P25398","8.99e-01","9.65e-01","9.53e-01",FALSE,FALSE,FALSE,FALSE,1.29,0.684,-0.605,0.658,-0.632,-0.0263
"RPS2","P15880","8.72e-01","9.21e-01","9.44e-01",FALSE,FALSE,FALSE,FALSE,-0.709,-1.19,-0.486,-0.635,0.0742,0.56
"RPS24","P62847","9.49e-01","9.62e-01","9.44e-01",FALSE,FALSE,FALSE,FALSE,0.144,-0.606,-0.75,-0.154,-0.298,0.452
"RPS28","P62857","9.45e-01","9.65e-01","9.57e-01",FALSE,FALSE,FALSE,FALSE,0.189,0.348,0.158,0.179,-0.0104,-0.169
"RPS3","P23396","9.41e-01","9.69e-01","9.58e-01",FALSE,FALSE,FALSE,FALSE,-0.175,-0.099,0.0762,-0.0914,0.0838,0.00761
"RPS5","P46782","8.16e-01","9.54e-01","9.47e-01",FALSE,FALSE,FALSE,FALSE,-1.82,-1.09,0.731,-0.972,0.852,0.12
"RPS7","P62081","9.36e-01","9.64e-01","9.59e-01",FALSE,FALSE,FALSE,FALSE,0.479,0.565,0.0852,0.348,-0.131,-0.217
"RPS8","P62241","8.79e-01","9.42e-01","9.55e-01",FALSE,FALSE,FALSE,FALSE,0.537,0.706,0.169,0.415,-0.123,-0.292
"RPSA","P08865","8.79e-01","9.63e-01","9.51e-01",FALSE,FALSE,FALSE,FALSE,-0.912,-0.487,0.424,-0.466,0.445,0.021
"RSU1","Q15404","7.95e-01","8.74e-01","9.48e-01",FALSE,FALSE,FALSE,FALSE,-1.18,-1.58,-0.405,-0.919,0.257,0.662
"RTCB","Q9Y3I0","9.24e-01","8.90e-01","7.65e-01",FALSE,FALSE,FALSE,FALSE,-0.552,2.03,2.58,0.493,1.04,-1.54
"RTN4","Q9NQC3","9.35e-01","9.25e-01","9.23e-01",FALSE,FALSE,FALSE,FALSE,-0.667,-2.67,-2.01,-1.11,-0.446,1.56
"S100A11","P31949","8.14e-01","8.12e-01","9.25e-01",FALSE,FALSE,FALSE,FALSE,-0.795,-1.41,-0.617,-0.736,0.0592,0.677
"S100A13","Q99584","9.07e-01","9.71e-01","9.43e-01",FALSE,FALSE,FALSE,FALSE,-0.544,-0.0205,0.524,-0.188,0.356,-0.168
"S100A16","Q96FQ6","9.16e-01","8.93e-01","7.54e-01",FALSE,FALSE,FALSE,FALSE,-0.71,2.23,2.94,0.508,1.22,-1.73
"S100A6","P06703","9.47e-01","9.41e-01","9.29e-01",FALSE,FALSE,FALSE,FALSE,-0.223,-1.54,-1.31,-0.587,-0.364,0.951
"SAA1","P0DJI8","8.96e-01","7.50e-02","2.20e-01",FALSE,FALSE,FALSE,FALSE,0.931,6.14,5.21,2.36,1.43,-3.78
"SARS","P49591","8.36e-01","8.89e-01","9.40e-01",FALSE,FALSE,FALSE,FALSE,0.835,1.36,0.529,0.733,-0.102,-0.631
"SCG2","P13521","8.41e-01","6.42e-01","8.39e-01",FALSE,FALSE,FALSE,FALSE,1.35,3.76,2.41,1.7,0.354,-2.06
"SCPEP1","Q9HB40","7.81e-01","9.44e-01","6.93e-01",FALSE,FALSE,FALSE,FALSE,-1.15,0.792,1.94,-0.12,1.03,-0.912
"SCUBE3","Q8IX30","9.44e-01","1.29e-01","1.04e-01",FALSE,FALSE,FALSE,FALSE,0.241,-4.97,-5.21,-1.58,-1.82,3.39
"SDCBP","O00560","9.14e-01","9.54e-01","9.01e-01",FALSE,FALSE,FALSE,FALSE,0.46,-0.611,-1.07,-0.0504,-0.51,0.56
"SDF4","Q9BRK5","8.95e-01","9.12e-01","7.63e-01",FALSE,FALSE,FALSE,FALSE,-0.56,1.2,1.76,0.212,0.772,-0.985
"SEC23A","Q15436","8.84e-01","9.10e-01","9.36e-01",FALSE,FALSE,FALSE,FALSE,-0.728,-1.45,-0.725,-0.727,0.000838,0.726
"SEC31A","O94979","9.20e-01","9.51e-01","9.53e-01",FALSE,FALSE,FALSE,FALSE,0.526,0.858,0.332,0.461,-0.0647,-0.396
"SELENBP1","Q13228","6.10e-01","9.34e-01","9.36e-01",FALSE,FALSE,FALSE,FALSE,-1.91,-1.16,0.748,-1.03,0.887,0.139
"SEMA3G","Q9NS98","8.32e-01","9.64e-01","9.39e-01",FALSE,FALSE,FALSE,FALSE,-1.76,-0.633,1.12,-0.797,0.96,-0.164
"SEMA7A","O75326","9.44e-01","7.70e-01","6.39e-01",FALSE,FALSE,FALSE,FALSE,0.17,-2,-2.17,-0.609,-0.779,1.39
"SEPT2","Q15019","9.46e-01","9.17e-01","9.04e-01",FALSE,FALSE,FALSE,FALSE,-0.14,-1.17,-1.03,-0.437,-0.297,0.734
"SEPT7","Q16181","9.53e-01","9.28e-01","9.06e-01",FALSE,FALSE,FALSE,FALSE,-0.0389,-1.17,-1.13,-0.404,-0.365,0.769
"SEPT9","Q9UHD8","9.48e-01","9.61e-01","9.51e-01",FALSE,FALSE,FALSE,FALSE,-0.154,-0.566,-0.412,-0.24,-0.086,0.326
"SERPINA3","P01011","8.41e-01","9.38e-01","7.78e-01",FALSE,FALSE,FALSE,FALSE,-1.04,1.13,2.18,0.0309,1.07,-1.1
"SERPINB1","P30740","8.29e-01","9.66e-01","8.90e-01",FALSE,FALSE,FALSE,FALSE,-1.16,0.302,1.46,-0.286,0.874,-0.588
"SERPINB2","P05120","8.31e-01","8.81e-01","5.29e-01",FALSE,FALSE,FALSE,FALSE,1.03,-1.69,-2.72,-0.218,-1.25,1.47
"SERPINB6","P35237","8.79e-01","9.59e-01","9.55e-01",FALSE,FALSE,FALSE,FALSE,-0.699,-0.507,0.193,-0.402,0.297,0.105
"SERPINE1","P05121","9.18e-01","9.08e-01","9.22e-01",FALSE,FALSE,FALSE,FALSE,-0.446,-1.32,-0.872,-0.588,-0.142,0.73
"SERPINE2","P07093","9.31e-01","8.54e-01","8.68e-01",FALSE,FALSE,FALSE,FALSE,0.468,2.39,1.93,0.954,0.486,-1.44
"SERPINF1","P36955","9.32e-01","1.79e-01","1.10e-01",FALSE,FALSE,FALSE,FALSE,-0.295,3.17,3.46,0.958,1.25,-2.21
"SERPING1","P05155","9.01e-01","3.18e-01","5.15e-01",FALSE,FALSE,FALSE,FALSE,0.56,3.09,2.53,1.22,0.657,-1.87
"SERPINH1","P50454","9.20e-01","8.85e-01","7.43e-01",FALSE,FALSE,FALSE,FALSE,0.355,-1.23,-1.59,-0.292,-0.647,0.94
"SET","Q01105","8.19e-01","9.53e-01","9.49e-01",FALSE,FALSE,FALSE,FALSE,-0.85,-0.537,0.313,-0.462,0.388,0.0746
"SF1","Q15637","7.57e-01","9.47e-01","9.42e-01",FALSE,FALSE,FALSE,FALSE,-1.62,-0.955,0.661,-0.857,0.759,0.0983
"SF3B3","Q15393","9.47e-01","4.82e-01","4.85e-01",FALSE,FALSE,FALSE,FALSE,-0.147,-2.95,-2.81,-1.03,-0.886,1.92
"SF3B4","Q15427","9.39e-01","9.29e-01","8.74e-01",FALSE,FALSE,FALSE,FALSE,0.433,-1.91,-2.35,-0.494,-0.927,1.42
"SFPQ","P23246","9.51e-01","9.54e-01","9.40e-01",FALSE,FALSE,FALSE,FALSE,-0.0947,-0.972,-0.877,-0.356,-0.261,0.616
"SH3BGRL","O75368","9.42e-01","9.51e-01","9.18e-01",FALSE,FALSE,FALSE,FALSE,-0.319,1.08,1.4,0.254,0.573,-0.827
"SH3BGRL3","Q9H299","9.26e-01","9.59e-01","9.20e-01",FALSE,FALSE,FALSE,FALSE,-0.309,0.412,0.721,0.0343,0.343,-0.378
"SIAE","Q9HAT2","6.65e-01","9.62e-01","8.99e-01",FALSE,FALSE,FALSE,FALSE,-2.17,-0.59,1.58,-0.92,1.25,-0.33
"SIL1","Q9H173","9.54e-01","9.63e-01","9.50e-01",FALSE,FALSE,FALSE,FALSE,0.0137,0.314,0.301,0.109,0.0957,-0.205
"SKP1","P63208","9.08e-01","9.54e-01","9.58e-01",FALSE,FALSE,FALSE,FALSE,-0.553,-0.669,-0.117,-0.407,0.145,0.262
"SLITRK4","Q8IW52","9.38e-01","7.13e-01","5.23e-01",FALSE,FALSE,FALSE,FALSE,0.499,-4.3,-4.8,-1.27,-1.77,3.03
"SMOC2","Q9H3U7","9.45e-01","8.37e-01","7.39e-01",FALSE,FALSE,FALSE,FALSE,-0.292,3.21,3.5,0.971,1.26,-2.23
"SMS","P52788","9.10e-01","9.34e-01","8.45e-01",FALSE,FALSE,FALSE,FALSE,-0.613,1.24,1.85,0.208,0.821,-1.03
"SND1","Q7KZF4","8.13e-01","9.65e-01","9.27e-01",FALSE,FALSE,FALSE,FALSE,-2.24,-0.58,1.66,-0.94,1.3,-0.359
"SNRPE","P62304","8.88e-01","9.69e-01","9.44e-01",FALSE,FALSE,FALSE,FALSE,0.708,0.154,-0.554,0.287,-0.42,0.133
"SNX12","Q9UMY4","9.22e-01","9.52e-01","9.02e-01",FALSE,FALSE,FALSE,FALSE,-0.31,0.504,0.814,0.0647,0.375,-0.44
"SNX6","Q9UNH7","9.36e-01","9.70e-01","9.50e-01",FALSE,FALSE,FALSE,FALSE,-0.398,0.0901,0.488,-0.103,0.296,-0.193
"SOD2","P04179","7.84e-01","9.57e-01","7.86e-01",FALSE,FALSE,FALSE,FALSE,-1.71,0.784,2.5,-0.31,1.4,-1.09
"SOD3","P08294","9.51e-01","9.03e-01","8.58e-01",FALSE,FALSE,FALSE,FALSE,-0.0888,1.82,1.91,0.577,0.665,-1.24
"SPARC","P09486","9.48e-01","9.22e-01","9.05e-01",FALSE,FALSE,FALSE,FALSE,0.114,1.21,1.09,0.44,0.326,-0.766
"SPOCK1","Q08629","9.45e-01","8.86e-01","8.15e-01",FALSE,FALSE,FALSE,FALSE,-0.246,2.29,2.54,0.682,0.929,-1.61
"SPON1","Q9HCB6","9.24e-01","9.48e-01","8.94e-01",FALSE,FALSE,FALSE,FALSE,-0.619,1.19,1.81,0.19,0.809,-0.999
"SPTAN1","Q13813","9.06e-01","9.21e-01","9.36e-01",FALSE,FALSE,FALSE,FALSE,-0.811,-1.81,-1,-0.874,-0.0636,0.938
"SPTBN1","Q01082","9.26e-01","9.01e-01","9.11e-01",FALSE,FALSE,FALSE,FALSE,-0.612,-2.24,-1.63,-0.951,-0.339,1.29
"SRPX","P78539","9.17e-01","9.59e-01","9.59e-01",FALSE,FALSE,FALSE,FALSE,-0.691,-0.76,-0.0698,-0.484,0.207,0.277
"SRPX2","O60687","9.43e-01","9.71e-01","9.55e-01",FALSE,FALSE,FALSE,FALSE,-0.141,-0.00297,0.138,-0.0479,0.0928,-0.0449
"SSB","P05455","8.79e-01","9.41e-01","9.54e-01",FALSE,FALSE,FALSE,FALSE,-0.625,-0.841,-0.216,-0.489,0.136,0.352
"STAT1","P42224","8.49e-01","7.99e-01","8.97e-01",FALSE,FALSE,FALSE,FALSE,-0.755,-1.83,-1.07,-0.861,-0.106,0.968
"STC2","O76061","8.83e-01","9.10e-01","7.38e-01",FALSE,FALSE,FALSE,FALSE,0.821,-1.62,-2.44,-0.266,-1.09,1.35
"STK39","Q9UEW8","7.89e-01","9.65e-01","8.49e-01",FALSE,FALSE,FALSE,FALSE,-1.58,0.374,1.95,-0.402,1.18,-0.776
"SVEP1","Q4LDE5","9.41e-01","8.23e-01","6.99e-01",FALSE,FALSE,FALSE,FALSE,-0.319,2.69,3.01,0.79,1.11,-1.9
"SYNCRIP","O60506","8.17e-01","9.62e-01","9.36e-01",FALSE,FALSE,FALSE,FALSE,-1.35,-0.519,0.83,-0.623,0.726,-0.103
"TAGLN","Q01995","9.37e-01","9.59e-01","9.54e-01",FALSE,FALSE,FALSE,FALSE,-0.244,-0.458,-0.214,-0.234,0.0101,0.224
"TAGLN2","P37802","9.37e-01","9.71e-01","9.51e-01",FALSE,FALSE,FALSE,FALSE,-0.235,0.042,0.277,-0.0643,0.171,-0.106
"TALDO1","P37837","7.72e-01","9.27e-01","9.56e-01",FALSE,FALSE,FALSE,FALSE,-2.52,-2.19,0.327,-1.57,0.949,0.622
"TARS","P26639","9.19e-01","9.63e-01","9.25e-01",FALSE,FALSE,FALSE,FALSE,0.552,-0.487,-1.04,0.022,-0.531,0.509
"TCP1","P17987","8.52e-01","9.71e-01","9.29e-01",FALSE,FALSE,FALSE,FALSE,-1.57,-0.0491,1.52,-0.541,1.03,-0.492
"TF","P02787","9.19e-01","9.08e-01","7.93e-01",FALSE,FALSE,FALSE,FALSE,-0.848,2.55,3.4,0.568,1.42,-1.98
"TFG","Q92734","8.78e-01","9.56e-01","9.58e-01",FALSE,FALSE,FALSE,FALSE,-0.731,-0.634,0.0967,-0.455,0.276,0.179
"TFPI","P10646","9.40e-01","9.35e-01","8.86e-01",FALSE,FALSE,FALSE,FALSE,0.317,-1.35,-1.66,-0.343,-0.66,1
"TGFB1I1","O43294","9.39e-01","9.68e-01","9.47e-01",FALSE,FALSE,FALSE,FALSE,-0.49,0.362,0.852,-0.043,0.447,-0.405
"TGFBI","Q15582","9.48e-01","9.60e-01","9.50e-01",FALSE,FALSE,FALSE,FALSE,-0.112,-0.451,-0.339,-0.188,-0.0755,0.263
"TGM2","P21980","9.44e-01","7.57e-01","7.49e-01",FALSE,FALSE,FALSE,FALSE,-0.191,-2.22,-2.03,-0.804,-0.613,1.42
"THBS1","P07996","8.31e-01","9.31e-01","7.23e-01",FALSE,FALSE,FALSE,FALSE,0.703,-0.794,-1.5,-0.0302,-0.733,0.764
"THBS2","P35442","9.05e-01","9.63e-01","9.56e-01",FALSE,FALSE,FALSE,FALSE,-0.871,-0.595,0.276,-0.489,0.383,0.106
"TIMP1","P01033","9.52e-01","9.68e-01","9.57e-01",FALSE,FALSE,FALSE,FALSE,0.0408,0.147,0.106,0.0626,0.0218,-0.0844
"TIMP2","P16035","8.27e-01","7.86e-01","9.08e-01",FALSE,FALSE,FALSE,FALSE,0.767,1.58,0.812,0.782,0.0148,-0.797
"TKT","P29401","7.55e-01","8.89e-01","9.57e-01",FALSE,FALSE,FALSE,FALSE,-2.94,-3.26,-0.325,-2.07,0.87,1.2
"TLN1","Q9Y490","9.07e-01","8.72e-01","9.04e-01",FALSE,FALSE,FALSE,FALSE,-0.779,-2.38,-1.6,-1.05,-0.275,1.33
"TNC","P24821","9.30e-01","8.28e-01","6.61e-01",FALSE,FALSE,FALSE,FALSE,0.312,-1.65,-1.96,-0.446,-0.758,1.2
"TNFRSF11B","O00300","9.44e-01","9.65e-01","9.58e-01",FALSE,FALSE,FALSE,FALSE,0.167,0.273,0.106,0.146,-0.0201,-0.126
